anime_name,stats,mal_id,mal_link,detail_link,image_url
,,,,,
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"{'Length (in words)': '9873', 'Words (per minute)': '59.1', 'Unique words': '2206', 'Unique words (used once)': '1226', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.2', 'Unique kanji': '790', 'Difficulty': '3/10'}",21395,https://myanimelist.net/anime/21395/Crayon_Shin-chan_Movie_22__Gachinko_Gyakushuu_no_Robo_To-chan,anime/1406/crayon-shin-chan-movie-22-gachinko-gyakushuu-no-robo-to-chan,https://cdn.myanimelist.net/images/anime/1696/94870.jpg
,,,,,
Kimi to Boku S2,"{'Length (in words)': '22552', 'Words (per minute)': '71.0', 'Unique words': '3532', 'Unique words (used once)': '1816', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '11.1', 'Unique kanji': '1076', 'Difficulty': '3/10'}",11739,https://myanimelist.net/anime/11739/Kimi_to_Boku_2,anime/769/kimi-to-boku-s2,https://cdn.myanimelist.net/images/anime/10/42107.jpg
,,,,,
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"{'Length (in words)': '7007', 'Words (per minute)': '77.5', 'Unique words': '1594', 'Unique words (used once)': '884', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '17.6', 'Unique kanji': '619', 'Difficulty': '3/10'}",2662,https://myanimelist.net/anime/2662/Doraemon_Movie_02__Nobita_no_Uchuu_Kaitakushi,anime/1426/doraemon-movie-02-nobita-no-uchuu-kaitakushi,https://cdn.myanimelist.net/images/anime/8/72406.jpg
,,,,,
Senyuu,"{'Length (in words)': '5273', 'Words (per minute)': '117.4', 'Unique words': '1396', 'Unique words (used once)': '820', 'Unique words (used once %)': '58%', 'Unique words (per minute)': '31.1', 'Unique kanji': '642', 'Difficulty': '3/10'}",15751,https://myanimelist.net/anime/15751/Senyuu,anime/1522/senyuu,https://cdn.myanimelist.net/images/anime/6/44858.jpg
,,,,,
Doraemon Movie 03: Nobita no Daimakyou,"{'Length (in words)': '7189', 'Words (per minute)': '78.8', 'Unique words': '1715', 'Unique words (used once)': '954', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '18.8', 'Unique kanji': '670', 'Difficulty': '3/10'}",2671,https://myanimelist.net/anime/2671/Doraemon_Movie_03__Nobita_no_Daimakyou,anime/1431/doraemon-movie-03-nobita-no-daimakyou,https://cdn.myanimelist.net/images/anime/7/72408.jpg
,,,,,
Gin no Saji,"{'Length (in words)': '19303', 'Words (per minute)': '64.6', 'Unique words': '3647', 'Unique words (used once)': '1932', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '12.2', 'Unique kanji': '1126', 'Difficulty': '3/10'}",16918,https://myanimelist.net/anime/16918/Gin_no_Saji,anime/1453/gin-no-saji,https://cdn.myanimelist.net/images/anime/6/49237.jpg
,,,,,
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"{'Length (in words)': '7871', 'Words (per minute)': '79.5', 'Unique words': '1611', 'Unique words (used once)': '848', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '16.2', 'Unique kanji': '656', 'Difficulty': '3/10'}",2678,https://myanimelist.net/anime/2678/Doraemon_Movie_18__Nobita_no_Nejimaki_City_Boukenki,anime/1415/doraemon-movie-18-nobita-no-nejimaki-city-boukenki,https://cdn.myanimelist.net/images/anime/12/72423.jpg
,,,,,
Doraemon Movie 15: Nobita to Mugen Sankenshi,"{'Length (in words)': '7700', 'Words (per minute)': '77.9', 'Unique words': '1689', 'Unique words (used once)': '932', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '17.0', 'Unique kanji': '654', 'Difficulty': '3/10'}",2676,https://myanimelist.net/anime/2676/Doraemon_Movie_15__Nobita_to_Mugen_Sankenshi,anime/1413/doraemon-movie-15-nobita-to-mugen-sankenshi,https://cdn.myanimelist.net/images/anime/7/72420.jpg
,,,,,
Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,"{'Length (in words)': '4416', 'Words (per minute)': '77.3', 'Unique words': '1312', 'Unique words (used once)': '777', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '22.9', 'Unique kanji': '611', 'Difficulty': '3/10'}",37586,https://myanimelist.net/anime/37586/Kaijuu_Girls_Kuro__Ultra_Kaijuu_Gijinka_Keikaku,anime/325/kaijuu-girls-kuro-ultra-kaijuu-gijinka-keikaku,https://cdn.myanimelist.net/images/anime/1511/93559.jpg
,,,,,
Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"{'Length (in words)': '6653', 'Words (per minute)': '71.9', 'Unique words': '1468', 'Unique words (used once)': '770', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '15.8', 'Unique kanji': '615', 'Difficulty': '3/10'}",2668,https://myanimelist.net/anime/2668/Doraemon_Movie_20__Nobita_no_Uchuu_Hyouryuuki,anime/1428/doraemon-movie-20-nobita-no-uchuu-hyouryuuki,https://cdn.myanimelist.net/images/anime/5/72425.jpg
,,,,,
Kimi no Iru Machi,"{'Length (in words)': '14912', 'Words (per minute)': '54.9', 'Unique words': '2155', 'Unique words (used once)': '1043', 'Unique words (used once %)': '48%', 'Unique words (per minute)': '7.9', 'Unique kanji': '706', 'Difficulty': '3/10'}",17741,https://myanimelist.net/anime/17741/Kimi_no_Iru_Machi,anime/721/kimi-no-iru-machi,https://cdn.myanimelist.net/images/anime/13/50685.jpg
,,,,,
Planetarian: Chiisana Hoshi no Yume,"{'Length (in words)': '6213', 'Words (per minute)': '66.5', 'Unique words': '1546', 'Unique words (used once)': '856', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '16.5', 'Unique kanji': '719', 'Difficulty': '3/10'}",33091,https://myanimelist.net/anime/33091/Planetarian__Chiisana_Hoshi_no_Yume,anime/534/planetarian-chiisana-hoshi-no-yume,https://cdn.myanimelist.net/images/anime/11/80753.jpg
,,,,,
Doraemon Movie 08: Nobita to Ryuu no Kishi,"{'Length (in words)': '7070', 'Words (per minute)': '77.9', 'Unique words': '1688', 'Unique words (used once)': '915', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '18.6', 'Unique kanji': '677', 'Difficulty': '3/10'}",2657,https://myanimelist.net/anime/2657/Doraemon_Movie_08__Nobita_to_Ryuu_no_Kishi,anime/1432/doraemon-movie-08-nobita-to-ryuu-no-kishi,https://cdn.myanimelist.net/images/anime/13/72413.jpg
,,,,,
Nogizaka Haruka no Himitsu,"{'Length (in words)': '19142', 'Words (per minute)': '65.1', 'Unique words': '3368', 'Unique words (used once)': '1848', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '11.4', 'Unique kanji': '1061', 'Difficulty': '3/10'}",3467,https://myanimelist.net/anime/3467/Nogizaka_Haruka_no_Himitsu,anime/608/nogizaka-haruka-no-himitsu,https://cdn.myanimelist.net/images/anime/11/56965.jpg
,,,,,
Doraemon Movie 04: Nobita no Kaitei Kiganjou,"{'Length (in words)': '9142', 'Words (per minute)': '96.4', 'Unique words': '2000', 'Unique words (used once)': '1134', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '21.0', 'Unique kanji': '785', 'Difficulty': '3/10'}",2667,https://myanimelist.net/anime/2667/Doraemon_Movie_04__Nobita_no_Kaitei_Kiganjou,anime/1421/doraemon-movie-04-nobita-no-kaitei-kiganjou,https://cdn.myanimelist.net/images/anime/13/72409.jpg
,,,,,
Aku no Hana,"{'Length (in words)': '11240', 'Words (per minute)': '37.0', 'Unique words': '1963', 'Unique words (used once)': '1052', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '6.4', 'Unique kanji': '746', 'Difficulty': '3/10'}",16201,https://myanimelist.net/anime/16201/Aku_no_Hana,anime/13/aku-no-hana,https://cdn.myanimelist.net/images/anime/8/50559.jpg
,,,,,
Corpse Party: Tortured Souls,"{'Length (in words)': '6564', 'Words (per minute)': '57.0', 'Unique words': '1414', 'Unique words (used once)': '776', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '12.2', 'Unique kanji': '645', 'Difficulty': '3/10'}",15037,https://myanimelist.net/anime/15037/Corpse_Party__Tortured_Souls_-_Bougyakusareta_Tamashii_no_Jukyou,anime/323/corpse-party-tortured-souls,https://cdn.myanimelist.net/images/anime/10/78811.jpg
,,,,,
Doraemon Movie 13: Nobita to Kumo no Oukoku,"{'Length (in words)': '8035', 'Words (per minute)': '82.8', 'Unique words': '1875', 'Unique words (used once)': '1057', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '19.3', 'Unique kanji': '743', 'Difficulty': '3/10'}",2661,https://myanimelist.net/anime/2661/Doraemon_Movie_13__Nobita_to_Kumo_no_Oukoku,anime/1414/doraemon-movie-13-nobita-to-kumo-no-oukoku,https://cdn.myanimelist.net/images/anime/11/72418.jpg
,,,,,
Blame! Movie,"{'Length (in words)': '4368', 'Words (per minute)': '41.4', 'Unique words': '1040', 'Unique words (used once)': '562', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '9.8', 'Unique kanji': '501', 'Difficulty': '3/10'}",32086,https://myanimelist.net/anime/32086/Blame_Movie,anime/85/blame-movie,https://cdn.myanimelist.net/images/anime/1976/93666.jpg
,,,,,
Hanebado!,"{'Length (in words)': '14222', 'Words (per minute)': '48.0', 'Unique words': '2475', 'Unique words (used once)': '1291', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '8.3', 'Unique kanji': '828', 'Difficulty': '3/10'}",37259,https://myanimelist.net/anime/37259/Hanebado,anime/911/hanebado,https://cdn.myanimelist.net/images/anime/1288/93432.jpg
,,,,,
Ping Pong THE ANIMATION,"{'Length (in words)': '16114', 'Words (per minute)': '67.6', 'Unique words': '3290', 'Unique words (used once)': '1820', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.8', 'Unique kanji': '1024', 'Difficulty': '4/10'}",22135,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,anime/908/ping-pong-the-animation,https://cdn.myanimelist.net/images/anime/10/58041.jpg
,,,,,
Nichijou,"{'Length (in words)': '37371', 'Words (per minute)': '60.9', 'Unique words': '4934', 'Unique words (used once)': '2550', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '8.0', 'Unique kanji': '1199', 'Difficulty': '4/10'}",10165,https://myanimelist.net/anime/10165/Nichijou,anime/895/nichijou,https://cdn.myanimelist.net/images/anime/3/75617.jpg
,,,,,
Appleseed Alpha,"{'Length (in words)': '3808', 'Words (per minute)': '40.8', 'Unique words': '1142', 'Unique words (used once)': '707', 'Unique words (used once %)': '61%', 'Unique words (per minute)': '12.2', 'Unique kanji': '560', 'Difficulty': '4/10'}",22677,https://myanimelist.net/anime/22677/Appleseed_Alpha,anime/141/appleseed-alpha,https://cdn.myanimelist.net/images/anime/11/64775.jpg
,,,,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"{'Length (in words)': '4878', 'Words (per minute)': '59.3', 'Unique words': '1263', 'Unique words (used once)': '711', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '15.3', 'Unique kanji': '596', 'Difficulty': '4/10'}",37348,https://myanimelist.net/anime/37348/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Movie__Orion_no_Ya,anime/490/dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-movie-orion-no-ya,https://cdn.myanimelist.net/images/anime/1239/96949.jpg
,,,,,
Kimi to Boku,"{'Length (in words)': '22029', 'Words (per minute)': '70.8', 'Unique words': '3589', 'Unique words (used once)': '1890', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '11.5', 'Unique kanji': '1109', 'Difficulty': '4/10'}",10460,https://myanimelist.net/anime/10460/Kimi_to_Boku,anime/869/kimi-to-boku,https://cdn.myanimelist.net/images/anime/4/34949.jpg
,,,,,
Marmalade Boy,"{'Length (in words)': '93118', 'Words (per minute)': '51.3', 'Unique words': '6465', 'Unique words (used once)': '2867', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '3.5', 'Unique kanji': '1349', 'Difficulty': '4/10'}",334,https://myanimelist.net/anime/334/Marmalade_Boy,anime/416/marmalade-boy,https://cdn.myanimelist.net/images/anime/8/6092.jpg
,,,,,
Chobits,"{'Length (in words)': '38449', 'Words (per minute)': '58.4', 'Unique words': '4155', 'Unique words (used once)': '1922', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '6.3', 'Unique kanji': '1187', 'Difficulty': '4/10'}",59,https://myanimelist.net/anime/59/Chobits,anime/18/chobits,https://cdn.myanimelist.net/images/anime/4/24648.jpg
,,,,,
Blood-C: The Last Dark,"{'Length (in words)': '5033', 'Words (per minute)': '49.5', 'Unique words': '1397', 'Unique words (used once)': '852', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '13.7', 'Unique kanji': '636', 'Difficulty': '4/10'}",10681,https://myanimelist.net/anime/10681/Blood-C__The_Last_Dark,anime/419/blood-c-the-last-dark,https://cdn.myanimelist.net/images/anime/1159/94216.jpg
,,,,,
Akage no Anne,"{'Length (in words)': '94752', 'Words (per minute)': '74.1', 'Unique words': '7294', 'Unique words (used once)': '3261', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '5.7', 'Unique kanji': '1451', 'Difficulty': '4/10'}",283,https://myanimelist.net/anime/283/Akage_no_Anne,anime/68/akage-no-anne,https://cdn.myanimelist.net/images/anime/4/8707.jpg
,,,,,
Tonari no Seki-kun,"{'Length (in words)': '7992', 'Words (per minute)': '96.2', 'Unique words': '1915', 'Unique words (used once)': '1017', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '23.0', 'Unique kanji': '871', 'Difficulty': '4/10'}",18139,https://myanimelist.net/anime/18139/Tonari_no_Seki-kun,anime/659/tonari-no-seki-kun,https://cdn.myanimelist.net/images/anime/9/55489.jpg
,,,,,
Kemono Friends,"{'Length (in words)': '21660', 'Words (per minute)': '75.5', 'Unique words': '3016', 'Unique words (used once)': '1496', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '10.5', 'Unique kanji': '948', 'Difficulty': '4/10'}",33089,https://myanimelist.net/anime/33089/Kemono_Friends,anime/185/kemono-friends,https://cdn.myanimelist.net/images/anime/2/83518.jpg
,,,,,
Warau Salesman New,"{'Length (in words)': '21051', 'Words (per minute)': '73.8', 'Unique words': '3414', 'Unique words (used once)': '1823', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '11.9', 'Unique kanji': '1035', 'Difficulty': '4/10'}",34550,https://myanimelist.net/anime/34550/Warau_Salesman_New,anime/405/warau-salesman-new,https://cdn.myanimelist.net/images/anime/3/85132.jpg
,,,,,
Suki-tte ii na yo,"{'Length (in words)': '20050', 'Words (per minute)': '65.4', 'Unique words': '2901', 'Unique words (used once)': '1466', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '9.4', 'Unique kanji': '847', 'Difficulty': '4/10'}",14289,https://myanimelist.net/anime/14289/Sukitte_Ii_na_yo,anime/332/suki-tte-ii-na-yo,https://cdn.myanimelist.net/images/anime/11/39777.jpg
,,,,,
ReLIFE,"{'Length (in words)': '22917', 'Words (per minute)': '74.4', 'Unique words': '3208', 'Unique words (used once)': '1521', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '10.4', 'Unique kanji': '909', 'Difficulty': '4/10'}",30015,https://myanimelist.net/anime/30015/ReLIFE,anime/778/relife,https://cdn.myanimelist.net/images/anime/3/82149.jpg
,,,,,
Toaru Majutsu no Index Movie: Endymion no Kiseki,"{'Length (in words)': '5525', 'Words (per minute)': '61.4', 'Unique words': '1486', 'Unique words (used once)': '893', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '16.5', 'Unique kanji': '661', 'Difficulty': '4/10'}",11743,https://myanimelist.net/anime/11743/Toaru_Majutsu_no_Index_Movie__Endymion_no_Kiseki,anime/1510/toaru-majutsu-no-index-movie-endymion-no-kiseki,https://cdn.myanimelist.net/images/anime/1885/93861.jpg
,,,,,
Idol Master,"{'Length (in words)': '38257', 'Words (per minute)': '55.4', 'Unique words': '4856', 'Unique words (used once)': '2490', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '7.0', 'Unique kanji': '1180', 'Difficulty': '4/10'}",10278,https://myanimelist.net/anime/10278/The_iDOLMSTER,anime/798/idol-master,https://cdn.myanimelist.net/images/anime/9/41085.jpg
,,,,,
Junjou Romantica S3,"{'Length (in words)': '22722', 'Words (per minute)': '80.6', 'Unique words': '3361', 'Unique words (used once)': '1727', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '11.9', 'Unique kanji': '1056', 'Difficulty': '4/10'}",25649,https://myanimelist.net/anime/25649/Junjou_Romantica_3,anime/604/junjou-romantica-s3,https://cdn.myanimelist.net/images/anime/2/74170.jpg
,,,,,
Shoukoujo Sara,"{'Length (in words)': '60685', 'Words (per minute)': '51.6', 'Unique words': '4638', 'Unique words (used once)': '2008', 'Unique words (used once %)': '43%', 'Unique words (per minute)': '3.9', 'Unique kanji': '1100', 'Difficulty': '4/10'}",2547,https://myanimelist.net/anime/2547/Shoukoujo_Sara,anime/361/shoukoujo-sara,https://cdn.myanimelist.net/images/anime/8/3209.jpg
,,,,,
Girls und Panzer (Movie),"{'Length (in words)': '8298', 'Words (per minute)': '69.4', 'Unique words': '2255', 'Unique words (used once)': '1350', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '18.8', 'Unique kanji': '868', 'Difficulty': '4/10'}",18617,https://myanimelist.net/anime/18617/Girls___Panzer_Movie,anime/687/girls-und-panzer-movie,https://cdn.myanimelist.net/images/anime/1776/91467.jpg
,,,,,
Bayonetta - Bloody Fate,"{'Length (in words)': '4393', 'Words (per minute)': '48.9', 'Unique words': '1301', 'Unique words (used once)': '807', 'Unique words (used once %)': '62%', 'Unique words (per minute)': '14.4', 'Unique kanji': '624', 'Difficulty': '4/10'}",20543,https://myanimelist.net/anime/20543/Bayonetta__Bloody_Fate,anime/86/bayonetta-bloody-fate,https://cdn.myanimelist.net/images/anime/1243/113390.jpg
,,,,,
Ookami Shoujo to Kuro Ouji,"{'Length (in words)': '23140', 'Words (per minute)': '81.7', 'Unique words': '3314', 'Unique words (used once)': '1674', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '11.7', 'Unique kanji': '953', 'Difficulty': '4/10'}",23673,https://myanimelist.net/anime/23673/Ookami_Shoujo_to_Kuro_Ouji,anime/655/ookami-shoujo-to-kuro-ouji,https://cdn.myanimelist.net/images/anime/4/67805.jpg
,,,,,
Berserk - The Golden Age III - Descent,"{'Length (in words)': '3330', 'Words (per minute)': '33.1', 'Unique words': '1071', 'Unique words (used once)': '670', 'Unique words (used once %)': '62%', 'Unique words (per minute)': '10.6', 'Unique kanji': '532', 'Difficulty': '4/10'}",12115,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin,anime/119/berserk-the-golden-age-iii-descent,https://cdn.myanimelist.net/images/anime/12/41305.jpg
,,,,,
Shinya! Tensai Bakabon,"{'Length (in words)': '26592', 'Words (per minute)': '93.0', 'Unique words': '3346', 'Unique words (used once)': '1590', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '11.7', 'Unique kanji': '1042', 'Difficulty': '4/10'}",37662,https://myanimelist.net/anime/37662/Shinya_Tensai_Bakabon,anime/715/shinya-tensai-bakabon,https://cdn.myanimelist.net/images/anime/1031/92911.jpg
,,,,,
Ai no Wakakusa Monogatari,"{'Length (in words)': '82675', 'Words (per minute)': '67.6', 'Unique words': '5382', 'Unique words (used once)': '2253', 'Unique words (used once %)': '41%', 'Unique words (per minute)': '4.4', 'Unique kanji': '1237', 'Difficulty': '4/10'}",2548,https://myanimelist.net/anime/2548/Ai_no_Wakakusa_Monogatari,anime/1443/ai-no-wakakusa-monogatari,https://cdn.myanimelist.net/images/anime/2/3210.jpg
,,,,,
Yowamushi Pedal: Re:ROAD,"{'Length (in words)': '6038', 'Words (per minute)': '67.5', 'Unique words': '1436', 'Unique words (used once)': '812', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '16.0', 'Unique kanji': '553', 'Difficulty': '4/10'}",30790,https://myanimelist.net/anime/30790/Yowamushi_Pedal__Re_ROAD,anime/877/yowamushi-pedal-re-road,https://cdn.myanimelist.net/images/anime/7/86877.jpg
,,,,,
Yesterday wo Utatte,"{'Length (in words)': '16769', 'Words (per minute)': '60.1', 'Unique words': '2727', 'Unique words (used once)': '1476', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '9.7', 'Unique kanji': '906', 'Difficulty': '4/10'}",39710,https://myanimelist.net/anime/39710/Yesterday_wo_Utatte,anime/1546/yesterday-wo-utatte,https://cdn.myanimelist.net/images/anime/1553/107721.jpg
,,,,,
Gin no Saji S2,"{'Length (in words)': '19959', 'Words (per minute)': '66.9', 'Unique words': '3598', 'Unique words (used once)': '1939', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '12.0', 'Unique kanji': '1118', 'Difficulty': '4/10'}",19363,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season,anime/1448/gin-no-saji-s2,https://cdn.myanimelist.net/images/anime/8/57995.jpg
,,,,,
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,"{'Length (in words)': '5062', 'Words (per minute)': '56.3', 'Unique words': '1272', 'Unique words (used once)': '755', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '14.1', 'Unique kanji': '557', 'Difficulty': '4/10'}",28675,https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen,anime/1442/kyoukai-no-kanata-movie-2-i-ll-be-here-mirai-hen,https://cdn.myanimelist.net/images/anime/9/72614.jpg
,,,,,
Dagashi Kashi,"{'Length (in words)': '21810', 'Words (per minute)': '75.3', 'Unique words': '3203', 'Unique words (used once)': '1624', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '11.0', 'Unique kanji': '946', 'Difficulty': '4/10'}",31636,https://myanimelist.net/anime/31636/Dagashi_Kashi,anime/437/dagashi-kashi,https://cdn.myanimelist.net/images/anime/1538/95686.jpg
,,,,,
Shounen Maid,"{'Length (in words)': '22303', 'Words (per minute)': '58.2', 'Unique words': '3623', 'Unique words (used once)': '1934', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '9.4', 'Unique kanji': '1093', 'Difficulty': '4/10'}",32175,https://myanimelist.net/anime/32175/Shounen_Maid,anime/597/shounen-maid,https://cdn.myanimelist.net/images/anime/5/79411.jpg
,,,,,
Ore wo Suki Nano wa Omae Dake ka yo,"{'Length (in words)': '25853', 'Words (per minute)': '91.3', 'Unique words': '3187', 'Unique words (used once)': '1509', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '11.2', 'Unique kanji': '945', 'Difficulty': '4/10'}",38483,https://myanimelist.net/anime/38483/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo,anime/885/ore-wo-suki-nano-wa-omae-dake-ka-yo,https://cdn.myanimelist.net/images/anime/1348/102797.jpg
,,,,,
Busou Shinki,"{'Length (in words)': '16070', 'Words (per minute)': '45.6', 'Unique words': '2935', 'Unique words (used once)': '1584', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '8.3', 'Unique kanji': '990', 'Difficulty': '4/10'}",14237,https://myanimelist.net/anime/14237/Busou_Shinki,anime/246/busou-shinki,https://cdn.myanimelist.net/images/anime/10/43155.jpg
,,,,,
Eve no Jikan (Movie),"{'Length (in words)': '7223', 'Words (per minute)': '67.8', 'Unique words': '1574', 'Unique words (used once)': '889', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '14.7', 'Unique kanji': '688', 'Difficulty': '4/10'}",7465,https://myanimelist.net/anime/7465/Eve_no_Jikan_Movie,anime/392/eve-no-jikan-movie,https://cdn.myanimelist.net/images/anime/9/27711.jpg
,,,,,
Anohana - The Flower We Saw That Day,"{'Length (in words)': '15758', 'Words (per minute)': '55.9', 'Unique words': '2359', 'Unique words (used once)': '1249', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '8.3', 'Unique kanji': '772', 'Difficulty': '4/10'}",9989,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,anime/84/anohana-the-flower-we-saw-that-day,https://cdn.myanimelist.net/images/anime/5/79697.jpg
,,,,,
Tsubasa Chronicle: Tokyo Revelations,"{'Length (in words)': '5057', 'Words (per minute)': '59.1', 'Unique words': '1133', 'Unique words (used once)': '594', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '13.2', 'Unique kanji': '546', 'Difficulty': '4/10'}",2685,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations,anime/1552/tsubasa-chronicle-tokyo-revelations,https://cdn.myanimelist.net/images/anime/4/49129.jpg
,,,,,
Ore no Imouto ga Konna ni Kawaii Wake ga Nai S2,"{'Length (in words)': '28332', 'Words (per minute)': '72.4', 'Unique words': '3789', 'Unique words (used once)': '1930', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '9.6', 'Unique kanji': '1032', 'Difficulty': '4/10'}",13659,https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai,anime/1479/ore-no-imouto-ga-konna-ni-kawaii-wake-ga-nai-s2,https://cdn.myanimelist.net/images/anime/8/45769.jpg
,,,,,
Strike Witches: Operation Victory Arrow,"{'Length (in words)': '5249', 'Words (per minute)': '61.7', 'Unique words': '1456', 'Unique words (used once)': '827', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '17.1', 'Unique kanji': '644', 'Difficulty': '4/10'}",23725,https://myanimelist.net/anime/23725/Strike_Witches__Operation_Victory_Arrow,anime/874/strike-witches-operation-victory-arrow,https://cdn.myanimelist.net/images/anime/12/67859.jpg
,,,,,
Girls und Panzer,"{'Length (in words)': '18566', 'Words (per minute)': '64.1', 'Unique words': '3402', 'Unique words (used once)': '1833', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '11.7', 'Unique kanji': '1063', 'Difficulty': '4/10'}",14131,https://myanimelist.net/anime/14131/Girls___Panzer,anime/708/girls-und-panzer,https://cdn.myanimelist.net/images/anime/9/40969.jpg
,,,,,
Summer Wars,"{'Length (in words)': '6788', 'Words (per minute)': '60.0', 'Unique words': '1907', 'Unique words (used once)': '1190', 'Unique words (used once %)': '62%', 'Unique words (per minute)': '16.8', 'Unique kanji': '809', 'Difficulty': '4/10'}",5681,https://myanimelist.net/anime/5681/Summer_Wars,anime/309/summer-wars,https://cdn.myanimelist.net/images/anime/10/15796.jpg
,,,,,
Laputa Castle In The Sky,"{'Length (in words)': '5272', 'Words (per minute)': '42.4', 'Unique words': '1454', 'Unique words (used once)': '866', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '11.7', 'Unique kanji': '569', 'Difficulty': '4/10'}",513,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa,anime/368/laputa-castle-in-the-sky,https://cdn.myanimelist.net/images/anime/5/37799.jpg
,,,,,
Higurashi no Naku Koro ni Kira,"{'Length (in words)': '8732', 'Words (per minute)': '75.3', 'Unique words': '1791', 'Unique words (used once)': '936', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '15.4', 'Unique kanji': '686', 'Difficulty': '4/10'}",10491,https://myanimelist.net/anime/10491/Higurashi_no_Naku_Koro_ni_Kira,anime/591/higurashi-no-naku-koro-ni-kira,https://cdn.myanimelist.net/images/anime/6/29774.jpg
,,,,,
