anime_name,stats,mal_id,mal_link,detail_link,image_url
,,,,,
Mazinger Z tai Devilman,"{'Length (in words)': '2009', 'Words (per minute)': '48.6', 'Unique words': '656', 'Unique words (used once)': '401', 'Unique words (used once %)': '61%', 'Unique words (per minute)': '15.8', 'Unique kanji': '328', 'Difficulty': '6/10'}",3898,https://myanimelist.net/anime/3898/Mazinger_Z_tai_Devilman,anime/511/mazinger-z-tai-devilman,https://cdn.myanimelist.net/images/anime/13/6985.jpg
,,,,,
Kuroshitsuji Movie: Book of the Atlantic,"{'Length (in words)': '6683', 'Words (per minute)': '67.1', 'Unique words': '1923', 'Unique words (used once)': '1171', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '19.3', 'Unique kanji': '830', 'Difficulty': '6/10'}",31812,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic,anime/406/kuroshitsuji-movie-book-of-the-atlantic,https://cdn.myanimelist.net/images/anime/9/85792.jpg
,,,,,
Nagasarete Airantou,"{'Length (in words)': '50629', 'Words (per minute)': '82.7', 'Unique words': '5678', 'Unique words (used once)': '2800', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '9.2', 'Unique kanji': '1323', 'Difficulty': '6/10'}",1722,https://myanimelist.net/anime/1722/Nagasarete_Airantou,anime/248/nagasarete-airantou,https://cdn.myanimelist.net/images/anime/7/75254.jpg
,,,,,
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"{'Length (in words)': '6545', 'Words (per minute)': '69.3', 'Unique words': '1592', 'Unique words (used once)': '927', 'Unique words (used once %)': '58%', 'Unique words (per minute)': '16.8', 'Unique kanji': '679', 'Difficulty': '6/10'}",1967,https://myanimelist.net/anime/1967/Mobile_Suit_Zeta_Gundam__A_New_Translation_-_Heir_to_the_Stars,anime/1473/mobile-suit-zeta-gundam-a-new-translation-heir-to-the-stars,https://cdn.myanimelist.net/images/anime/7/36701.jpg
,,,,,
Ore no Imouto ga Konna ni Kawaii Wake ga Nai,"{'Length (in words)': '31682', 'Words (per minute)': '75.4', 'Unique words': '4574', 'Unique words (used once)': '2411', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '10.8', 'Unique kanji': '1186', 'Difficulty': '6/10'}",8769,https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai,anime/1534/ore-no-imouto-ga-konna-ni-kawaii-wake-ga-nai,https://cdn.myanimelist.net/images/anime/8/24875.jpg
,,,,,
Peter Pan no Bouken,"{'Length (in words)': '56217', 'Words (per minute)': '58.4', 'Unique words': '4414', 'Unique words (used once)': '1897', 'Unique words (used once %)': '42%', 'Unique words (per minute)': '4.5', 'Unique kanji': '1047', 'Difficulty': '6/10'}",1638,https://myanimelist.net/anime/1638/Peter_Pan_no_Bouken,anime/303/peter-pan-no-bouken,https://cdn.myanimelist.net/images/anime/13/40391.jpg
,,,,,
Mazinger Z tai Ankoku Daishougun,"{'Length (in words)': '2060', 'Words (per minute)': '47.5', 'Unique words': '699', 'Unique words (used once)': '426', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '16.1', 'Unique kanji': '378', 'Difficulty': '6/10'}",4406,https://myanimelist.net/anime/4406/Mazinger_Z_tai_Ankoku_Daishougun,anime/603/mazinger-z-tai-ankoku-daishougun,https://cdn.myanimelist.net/images/anime/1653/99762.jpg
,,,,,
Bakuman S02,"{'Length (in words)': '57181', 'Words (per minute)': '93.6', 'Unique words': '4872', 'Unique words (used once)': '2278', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '7.9', 'Unique kanji': '1182', 'Difficulty': '6/10'}",10030,https://myanimelist.net/anime/10030/Bakuman_2nd_Season,anime/128/bakuman-s02,https://cdn.myanimelist.net/images/anime/3/34923.jpg
,,,,,
Jibaku Shounen Hanako-kun,"{'Length (in words)': '20697', 'Words (per minute)': '72.5', 'Unique words': '2957', 'Unique words (used once)': '1433', 'Unique words (used once %)': '48%', 'Unique words (per minute)': '10.3', 'Unique kanji': '896', 'Difficulty': '6/10'}",39534,https://myanimelist.net/anime/39534/Jibaku_Shounen_Hanako-kun,anime/583/jibaku-shounen-hanako-kun,https://cdn.myanimelist.net/images/anime/1050/111687.jpg
,,,,,
Masamune-kun no Revenge,"{'Length (in words)': '21749', 'Words (per minute)': '76.7', 'Unique words': '3805', 'Unique words (used once)': '2098', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.4', 'Unique kanji': '1134', 'Difficulty': '6/10'}",33487,https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge,anime/917/masamune-kun-no-revenge,https://cdn.myanimelist.net/images/anime/12/83709.jpg
,,,,,
Beck: Mongolian Chop Squad,"{'Length (in words)': '31455', 'Words (per minute)': '49.9', 'Unique words': '4389', 'Unique words (used once)': '2289', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '6.9', 'Unique kanji': '1106', 'Difficulty': '6/10'}",57,https://myanimelist.net/anime/57/Beck,anime/121/beck-mongolian-chop-squad,https://cdn.myanimelist.net/images/anime/11/11636.jpg
,,,,,
Sora no Otoshimono S2,"{'Length (in words)': '18552', 'Words (per minute)': '65.6', 'Unique words': '3134', 'Unique words (used once)': '1595', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '11.0', 'Unique kanji': '1016', 'Difficulty': '6/10'}",8407,https://myanimelist.net/anime/8407/Sora_no_Otoshimono__Forte,anime/824/sora-no-otoshimono-s2,https://cdn.myanimelist.net/images/anime/11/50309.jpg
,,,,,
Kami nomi zo Shiru Sekai S2,"{'Length (in words)': '15521', 'Words (per minute)': '55.5', 'Unique words': '2741', 'Unique words (used once)': '1463', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '9.8', 'Unique kanji': '926', 'Difficulty': '6/10'}",10080,https://myanimelist.net/anime/10080/Kami_nomi_zo_Shiru_Sekai_II,anime/541/kami-nomi-zo-shiru-sekai-s2,https://cdn.myanimelist.net/images/anime/11/30030.jpg
,,,,,
Appleseed,"{'Length (in words)': '4471', 'Words (per minute)': '42.4', 'Unique words': '1370', 'Unique words (used once)': '874', 'Unique words (used once %)': '63%', 'Unique words (per minute)': '13.0', 'Unique kanji': '700', 'Difficulty': '6/10'}",54,https://myanimelist.net/anime/54/Appleseed_Movie,anime/99/appleseed,https://cdn.myanimelist.net/images/anime/9/57231.jpg
,,,,,
Accel World Infinite Burst,"{'Length (in words)': '5119', 'Words (per minute)': '62.3', 'Unique words': '1599', 'Unique words (used once)': '993', 'Unique words (used once %)': '62%', 'Unique words (per minute)': '19.4', 'Unique kanji': '722', 'Difficulty': '6/10'}",31763,https://myanimelist.net/anime/31763/Accel_World__Infinite%E2%88%9EBurst,anime/59/accel-world-infinite-burst,https://cdn.myanimelist.net/images/anime/5/87145.jpg
,,,,,
Major S1,"{'Length (in words)': '45864', 'Words (per minute)': '70.9', 'Unique words': '4799', 'Unique words (used once)': '2242', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '7.4', 'Unique kanji': '1131', 'Difficulty': '6/10'}",627,https://myanimelist.net/anime/627/Major_S1,anime/748/major-s1,https://cdn.myanimelist.net/images/anime/13/73973.jpg
,,,,,
Evangelion: 3.0 You Can (Not) Redo,"{'Length (in words)': '5652', 'Words (per minute)': '59.2', 'Unique words': '1597', 'Unique words (used once)': '931', 'Unique words (used once %)': '58%', 'Unique words (per minute)': '16.7', 'Unique kanji': '744', 'Difficulty': '6/10'}",3785,https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo,anime/422/evangelion-3-0-you-can-not-redo,https://cdn.myanimelist.net/images/anime/9/43201.jpg
,,,,,
Baka to Test to Shoukanjuu S2,"{'Length (in words)': '26950', 'Words (per minute)': '87.0', 'Unique words': '4055', 'Unique words (used once)': '2076', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '13.1', 'Unique kanji': '1127', 'Difficulty': '6/10'}",8516,https://myanimelist.net/anime/8516/Baka_to_Test_to_Shoukanjuu_Ni,anime/138/baka-to-test-to-shoukanjuu-s2,https://cdn.myanimelist.net/images/anime/3/28992.jpg
,,,,,
No.6,"{'Length (in words)': '13815', 'Words (per minute)': '49.8', 'Unique words': '2771', 'Unique words (used once)': '1576', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '9.9', 'Unique kanji': '1037', 'Difficulty': '6/10'}",10161,https://myanimelist.net/anime/10161/No6,anime/783/no-6,https://cdn.myanimelist.net/images/anime/1474/90768.jpg
,,,,,
Mahou Shoujo Lyrical Nanoha: Reflection,"{'Length (in words)': '12107', 'Words (per minute)': '114.4', 'Unique words': '2352', 'Unique words (used once)': '1189', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '22.2', 'Unique kanji': '983', 'Difficulty': '6/10'}",17947,https://myanimelist.net/anime/17947/Mahou_Shoujo_Lyrical_Nanoha__Reflection,anime/385/mahou-shoujo-lyrical-nanoha-reflection,https://cdn.myanimelist.net/images/anime/11/88348.jpg
,,,,,
Aoki Hagane no Arpeggio: Ars Nova Cadenza,"{'Length (in words)': '5812', 'Words (per minute)': '56.1', 'Unique words': '1591', 'Unique words (used once)': '942', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '15.3', 'Unique kanji': '721', 'Difficulty': '6/10'}",24921,https://myanimelist.net/anime/24921/Aoki_Hagane_no_Arpeggio__Ars_Nova_Cadenza,anime/108/aoki-hagane-no-arpeggio-ars-nova-cadenza,https://cdn.myanimelist.net/images/anime/2/74665.jpg
,,,,,
Shirobako,"{'Length (in words)': '57633', 'Words (per minute)': '97.6', 'Unique words': '6235', 'Unique words (used once)': '3149', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '10.5', 'Unique kanji': '1386', 'Difficulty': '6/10'}",25835,https://myanimelist.net/anime/25835/Shirobako,anime/820/shirobako,https://cdn.myanimelist.net/images/anime/1918/93511.jpg
,,,,,
Kagewani,"{'Length (in words)': '7324', 'Words (per minute)': '72.5', 'Unique words': '1818', 'Unique words (used once)': '983', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '18.0', 'Unique kanji': '846', 'Difficulty': '6/10'}",30524,https://myanimelist.net/anime/30524/Kagewani,anime/1490/kagewani,https://cdn.myanimelist.net/images/anime/9/76060.jpg
,,,,,
Sakamichi No Apollon,"{'Length (in words)': '16781', 'Words (per minute)': '61.4', 'Unique words': '3121', 'Unique words (used once)': '1779', 'Unique words (used once %)': '57%', 'Unique words (per minute)': '11.4', 'Unique kanji': '1032', 'Difficulty': '6/10'}",12531,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,anime/802/sakamichi-no-apollon,https://cdn.myanimelist.net/images/anime/12/79781.jpg
,,,,,
Gunjou no Magmel,"{'Length (in words)': '13809', 'Words (per minute)': '44.9', 'Unique words': '2583', 'Unique words (used once)': '1359', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '8.4', 'Unique kanji': '903', 'Difficulty': '6/10'}",37806,https://myanimelist.net/anime/37806/Gunjou_no_Magmell,anime/850/gunjou-no-magmel,https://cdn.myanimelist.net/images/anime/1063/98597.jpg
,,,,,
Island,"{'Length (in words)': '17539', 'Words (per minute)': '61.7', 'Unique words': '3044', 'Unique words (used once)': '1672', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '10.7', 'Unique kanji': '1002', 'Difficulty': '6/10'}",33012,https://myanimelist.net/anime/33012/Island,anime/640/island,https://cdn.myanimelist.net/images/anime/1951/95080.jpg
,,,,,
Mirai Shounen Conan (Movie),"{'Length (in words)': '6358', 'Words (per minute)': '52.1', 'Unique words': '1404', 'Unique words (used once)': '753', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '11.5', 'Unique kanji': '592', 'Difficulty': '6/10'}",7308,https://myanimelist.net/anime/7308/Mirai_Shounen_Conan_Movie,anime/1468/mirai-shounen-conan-movie,https://cdn.myanimelist.net/images/anime/7/29838.jpg
,,,,,
Captain Herlock (2013),"{'Length (in words)': '4950', 'Words (per minute)': '46.0', 'Unique words': '1543', 'Unique words (used once)': '951', 'Unique words (used once %)': '61%', 'Unique words (per minute)': '14.3', 'Unique kanji': '765', 'Difficulty': '6/10'}",17269,https://myanimelist.net/anime/17269/Captain_Herlock,anime/375/captain-herlock-2013,https://cdn.myanimelist.net/images/anime/5/62619.jpg
,,,,,
Tokimeki Tonight,"{'Length (in words)': '59331', 'Words (per minute)': '71.4', 'Unique words': '5488', 'Unique words (used once)': '2459', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '6.6', 'Unique kanji': '1179', 'Difficulty': '6/10'}",3125,https://myanimelist.net/anime/3125/Tokimeki_Tonight,anime/393/tokimeki-tonight,https://cdn.myanimelist.net/images/anime/13/41441.jpg
,,,,,
Mobile Suit Gundam Wing: Endless Waltz,"{'Length (in words)': '5313', 'Words (per minute)': '66.2', 'Unique words': '1465', 'Unique words (used once)': '834', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '18.2', 'Unique kanji': '691', 'Difficulty': '6/10'}",91,https://myanimelist.net/anime/91/Mobile_Suit_Gundam_Wing__Endless_Waltz,anime/1551/mobile-suit-gundam-wing-endless-waltz,https://cdn.myanimelist.net/images/anime/1/91.jpg
,,,,,
Evangelion: 1.0 You Are (Not) Alone,"{'Length (in words)': '6342', 'Words (per minute)': '56.1', 'Unique words': '1803', 'Unique words (used once)': '1090', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '15.9', 'Unique kanji': '791', 'Difficulty': '6/10'}",2759,https://myanimelist.net/anime/2759/Evangelion__10_You_Are_Not_Alone,anime/362/evangelion-1-0-you-are-not-alone,https://cdn.myanimelist.net/images/anime/7/74975.jpg
,,,,,
Mahou Shoujo Madoka Magica,"{'Length (in words)': '19659', 'Words (per minute)': '66.5', 'Unique words': '3044', 'Unique words (used once)': '1715', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '10.3', 'Unique kanji': '977', 'Difficulty': '6/10'}",9756,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica,anime/530/mahou-shoujo-madoka-magica,https://cdn.myanimelist.net/images/anime/11/55225.jpg
,,,,,
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"{'Length (in words)': '5645', 'Words (per minute)': '60.5', 'Unique words': '1401', 'Unique words (used once)': '803', 'Unique words (used once %)': '57%', 'Unique words (per minute)': '15.0', 'Unique kanji': '689', 'Difficulty': '6/10'}",8098,https://myanimelist.net/anime/8098/Soukyuu_no_Fafner__Dead_Aggressor_-_Heaven_and_Earth,anime/1537/soukyuu-no-fafner-dead-aggressor-heaven-and-earth,https://cdn.myanimelist.net/images/anime/5/31163.jpg
,,,,,
Kore wa Zombie Desu ka S2,"{'Length (in words)': '17406', 'Words (per minute)': '70.1', 'Unique words': '3208', 'Unique words (used once)': '1775', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '12.9', 'Unique kanji': '1030', 'Difficulty': '6/10'}",10790,https://myanimelist.net/anime/10790/Kore_wa_Zombie_Desu_ka_of_the_Dead,anime/705/kore-wa-zombie-desu-ka-s2,https://cdn.myanimelist.net/images/anime/4/37451.jpg
,,,,,
Sayonara Zetsubou Sensei,"{'Length (in words)': '21876', 'Words (per minute)': '78.4', 'Unique words': '3955', 'Unique words (used once)': '2206', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '14.1', 'Unique kanji': '1257', 'Difficulty': '6/10'}",2605,https://myanimelist.net/anime/2605/Sayonara_Zetsubou_Sensei,anime/1493/sayonara-zetsubou-sensei,https://cdn.myanimelist.net/images/anime/5/6559.jpg
,,,,,
Yumekui Merry,"{'Length (in words)': '17225', 'Words (per minute)': '54.7', 'Unique words': '2947', 'Unique words (used once)': '1645', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '9.3', 'Unique kanji': '949', 'Difficulty': '6/10'}",9331,https://myanimelist.net/anime/9331/Yumekui_Merry,anime/28/yumekui-merry,https://cdn.myanimelist.net/images/anime/3/30869.jpg
,,,,,
High Score Girl S2,"{'Length (in words)': '15879', 'Words (per minute)': '74.5', 'Unique words': '3299', 'Unique words (used once)': '1837', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '15.4', 'Unique kanji': '1012', 'Difficulty': '6/10'}",39570,https://myanimelist.net/anime/39570/High_Score_Girl_II,anime/744/high-score-girl-s2,https://cdn.myanimelist.net/images/anime/1560/99904.jpg
,,,,,
SSSS.Gridman,"{'Length (in words)': '17107', 'Words (per minute)': '60.3', 'Unique words': '2320', 'Unique words (used once)': '1088', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '8.1', 'Unique kanji': '794', 'Difficulty': '6/10'}",35847,https://myanimelist.net/anime/35847/SSSSGridman,anime/892/ssss-gridman,https://cdn.myanimelist.net/images/anime/1973/95616.jpg
,,,,,
Amagi Brilliant Park,"{'Length (in words)': '22820', 'Words (per minute)': '72.5', 'Unique words': '4147', 'Unique words (used once)': '2282', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.1', 'Unique kanji': '1192', 'Difficulty': '6/10'}",22147,https://myanimelist.net/anime/22147/Amagi_Brilliant_Park,anime/81/amagi-brilliant-park,https://cdn.myanimelist.net/images/anime/5/85435.jpg
,,,,,
Major S3,"{'Length (in words)': '44436', 'Words (per minute)': '68.6', 'Unique words': '4572', 'Unique words (used once)': '2104', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '7.0', 'Unique kanji': '1142', 'Difficulty': '6/10'}",1842,https://myanimelist.net/anime/1842/Major_S3,anime/657/major-s3,https://cdn.myanimelist.net/images/anime/9/73971.jpg
,,,,,
Dive!!,"{'Length (in words)': '19502', 'Words (per minute)': '71.2', 'Unique words': '3144', 'Unique words (used once)': '1678', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '11.4', 'Unique kanji': '1002', 'Difficulty': '6/10'}",34543,https://myanimelist.net/anime/34543/Dive,anime/212/dive,https://cdn.myanimelist.net/images/anime/11/86744.jpg
,,,,,
Hetalia Axis Powers,"{'Length (in words)': '21331', 'Words (per minute)': '83.1', 'Unique words': '3548', 'Unique words (used once)': '1972', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.8', 'Unique kanji': '1192', 'Difficulty': '6/10'}",5060,https://myanimelist.net/anime/5060/Hetalia_Axis_Powers,anime/400/hetalia-axis-powers,https://cdn.myanimelist.net/images/anime/5/75791.jpg
,,,,,
Ashita no Joe: The Movie,"{'Length (in words)': '9908', 'Words (per minute)': '65.6', 'Unique words': '2351', 'Unique words (used once)': '1393', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '15.5', 'Unique kanji': '785', 'Difficulty': '6/10'}",2920,https://myanimelist.net/anime/2920/Ashita_no_Joe_Movie,anime/120/ashita-no-joe-the-movie,https://cdn.myanimelist.net/images/anime/7/51837.jpg
,,,,,
Houkago no Pleiades,"{'Length (in words)': '19624', 'Words (per minute)': '68.2', 'Unique words': '3066', 'Unique words (used once)': '1624', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '10.6', 'Unique kanji': '1083', 'Difficulty': '6/10'}",17919,https://myanimelist.net/anime/17919/Houkago_no_Pleiades_TV,anime/791/houkago-no-pleiades,https://cdn.myanimelist.net/images/anime/5/73434.jpg
,,,,,
Genji Monogatari Sennenki,"{'Length (in words)': '16123', 'Words (per minute)': '69.1', 'Unique words': '2881', 'Unique words (used once)': '1563', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '12.3', 'Unique kanji': '1063', 'Difficulty': '6/10'}",5155,https://myanimelist.net/anime/5155/Genji_Monogatari_Sennenki,anime/457/genji-monogatari-sennenki,https://cdn.myanimelist.net/images/anime/5/26659.jpg
,,,,,
Evangelion: 2.0 You Can (Not) Advance,"{'Length (in words)': '6396', 'Words (per minute)': '56.5', 'Unique words': '1801', 'Unique words (used once)': '1094', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '15.9', 'Unique kanji': '796', 'Difficulty': '6/10'}",3784,https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance,anime/354/evangelion-2-0-you-can-not-advance,https://cdn.myanimelist.net/images/anime/5/74983.jpg
,,,,,
Piano no Mori (TV),"{'Length (in words)': '18902', 'Words (per minute)': '63.6', 'Unique words': '2729', 'Unique words (used once)': '1363', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '9.1', 'Unique kanji': '887', 'Difficulty': '6/10'}",36652,https://myanimelist.net/anime/36652/Piano_no_Mori_TV,anime/664/piano-no-mori-tv,https://cdn.myanimelist.net/images/anime/1501/91916.jpg
,,,,,
Cowboy Bebop: Tengoku no Tobira,"{'Length (in words)': '6437', 'Words (per minute)': '56.2', 'Unique words': '1701', 'Unique words (used once)': '1025', 'Unique words (used once %)': '60%', 'Unique words (per minute)': '14.8', 'Unique kanji': '682', 'Difficulty': '6/10'}",5,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira,anime/342/cowboy-bebop-tengoku-no-tobira,https://cdn.myanimelist.net/images/anime/1439/93480.jpg
,,,,,
Fukigen na Mononokean,"{'Length (in words)': '23474', 'Words (per minute)': '76.4', 'Unique words': '3414', 'Unique words (used once)': '1770', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '11.1', 'Unique kanji': '1114', 'Difficulty': '6/10'}",32696,https://myanimelist.net/anime/32696/Fukigen_na_Mononokean,anime/288/fukigen-na-mononokean,https://cdn.myanimelist.net/images/anime/11/80009.jpg
,,,,,
Sore Ike! Zukkoke Sannin-gumi,"{'Length (in words)': '45818', 'Words (per minute)': '72.5', 'Unique words': '5598', 'Unique words (used once)': '2686', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '8.8', 'Unique kanji': '1306', 'Difficulty': '6/10'}",11497,https://myanimelist.net/anime/11497/Sore_Ike_Zukkoke_Sannin-gumi,anime/433/sore-ike-zukkoke-sannin-gumi,https://cdn.myanimelist.net/images/anime/3/32083.jpg
,,,,,
Kaitou Saint Tail,"{'Length (in words)': '58324', 'Words (per minute)': '59.0', 'Unique words': '5548', 'Unique words (used once)': '2554', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '5.6', 'Unique kanji': '1284', 'Difficulty': '6/10'}",1567,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail,anime/376/kaitou-saint-tail,https://cdn.myanimelist.net/images/anime/6/46607.jpg
,,,,,
Yoru wa Mijikashi Arukeyo Otome,"{'Length (in words)': '7784', 'Words (per minute)': '84.2', 'Unique words': '2346', 'Unique words (used once)': '1517', 'Unique words (used once %)': '64%', 'Unique words (per minute)': '25.3', 'Unique kanji': '961', 'Difficulty': '6/10'}",34537,https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome,anime/866/yoru-wa-mijikashi-arukeyo-otome,https://cdn.myanimelist.net/images/anime/2/86940.jpg
,,,,,
Inu X Boku SS,"{'Length (in words)': '21710', 'Words (per minute)': '69.4', 'Unique words': '3897', 'Unique words (used once)': '2100', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '12.4', 'Unique kanji': '1222', 'Difficulty': '6/10'}",11013,https://myanimelist.net/anime/11013/Inu_x_Boku_SS,anime/619/inu-x-boku-ss,https://cdn.myanimelist.net/images/anime/12/35893.jpg
,,,,,
Harmony,"{'Length (in words)': '8684', 'Words (per minute)': '72.7', 'Unique words': '2164', 'Unique words (used once)': '1283', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '18.1', 'Unique kanji': '905', 'Difficulty': '6/10'}",28211,https://myanimelist.net/anime/28211/Harmony,anime/753/harmony,https://cdn.myanimelist.net/images/anime/2/76993.jpg
,,,,,
Steamboy,"{'Length (in words)': '8181', 'Words (per minute)': '68.2', 'Unique words': '1659', 'Unique words (used once)': '944', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '13.8', 'Unique kanji': '732', 'Difficulty': '6/10'}",565,https://myanimelist.net/anime/565/Steamboy,anime/804/steamboy,https://cdn.myanimelist.net/images/anime/11/21278.jpg
,,,,,
Back Street Girls: Gokudolls,"{'Length (in words)': '21087', 'Words (per minute)': '90.0', 'Unique words': '3213', 'Unique words (used once)': '1564', 'Unique words (used once %)': '48%', 'Unique words (per minute)': '13.7', 'Unique kanji': '1021', 'Difficulty': '6/10'}",36873,https://myanimelist.net/anime/36873/Back_Street_Girls__Gokudolls,anime/133/back-street-girls-gokudolls,https://cdn.myanimelist.net/images/anime/1484/93140.jpg
,,,,,
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"{'Length (in words)': '24868', 'Words (per minute)': '80.8', 'Unique words': '4301', 'Unique words (used once)': '2400', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.9', 'Unique kanji': '1264', 'Difficulty': '6/10'}",14749,https://myanimelist.net/anime/14749/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_Sugiru,anime/713/ore-no-kanojo-to-osananajimi-ga-shuraba-sugiru,https://cdn.myanimelist.net/images/anime/13/44187.jpg
,,,,,
Mobile Suit Gundam: Char's Counterattack,"{'Length (in words)': '8339', 'Words (per minute)': '72.0', 'Unique words': '1852', 'Unique words (used once)': '1064', 'Unique words (used once %)': '57%', 'Unique words (per minute)': '16.0', 'Unique kanji': '807', 'Difficulty': '6/10'}",87,https://myanimelist.net/anime/87/Mobile_Suit_Gundam__Chars_Counterattack,anime/387/mobile-suit-gundam-char-s-counterattack,https://cdn.myanimelist.net/images/anime/1523/92371.jpg
,,,,,
Zoku Sayonara Zetsubousensei,"{'Length (in words)': '24964', 'Words (per minute)': '82.8', 'Unique words': '4803', 'Unique words (used once)': '2733', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '15.9', 'Unique kanji': '1432', 'Difficulty': '6/10'}",3228,https://myanimelist.net/anime/3228/Zoku_Sayonara_Zetsubou_Sensei,anime/643/zoku-sayonara-zetsubousensei,https://cdn.myanimelist.net/images/anime/13/75517.jpg
,,,,,
Ouritsu Uchuugun: Honneamise no Tsubasa,"{'Length (in words)': '7043', 'Words (per minute)': '60.5', 'Unique words': '2035', 'Unique words (used once)': '1216', 'Unique words (used once %)': '59%', 'Unique words (per minute)': '17.4', 'Unique kanji': '851', 'Difficulty': '6/10'}",1034,https://myanimelist.net/anime/1034/Ouritsu_Uchuugun__Honneamise_no_Tsubasa,anime/324/ouritsu-uchuugun-honneamise-no-tsubasa,https://cdn.myanimelist.net/images/anime/6/74639.jpg
,,,,,
Kishuku Gakkou no Juliet,"{'Length (in words)': '21513', 'Words (per minute)': '74.7', 'Unique words': '3534', 'Unique words (used once)': '1858', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '12.2', 'Unique kanji': '1068', 'Difficulty': '6/10'}",37475,https://myanimelist.net/anime/37475/Kishuku_Gakkou_no_Juliet,anime/428/kishuku-gakkou-no-juliet,https://cdn.myanimelist.net/images/anime/1908/93416.jpg
,,,,,
Future War 198X-nen,"{'Length (in words)': '6816', 'Words (per minute)': '56.0', 'Unique words': '1961', 'Unique words (used once)': '1207', 'Unique words (used once %)': '61%', 'Unique words (per minute)': '16.1', 'Unique kanji': '858', 'Difficulty': '6/10'}",8584,https://myanimelist.net/anime/8584/Future_War_198X-nen,anime/326/future-war-198x-nen,https://cdn.myanimelist.net/images/anime/2/53963.jpg
,,,,,
Haikyuu!! S2,"{'Length (in words)': '39267', 'Words (per minute)': '65.5', 'Unique words': '4825', 'Unique words (used once)': '2335', 'Unique words (used once %)': '48%', 'Unique words (per minute)': '8.0', 'Unique kanji': '1279', 'Difficulty': '6/10'}",28891,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,anime/742/haikyuu-s2,https://cdn.myanimelist.net/images/anime/9/76662.jpg
,,,,,
